cities_80_1.dat results: (['c23', 'c76', 'c11', 'c46', 'c43', 'c4', 'c64', 'c22', 'c49', 'c26', 'c17', 'c6', 'c56', 'c27', 'c20', 'c73', 'c2', 'c35', 'c31', 'c61', 'c68', 'c19', 'c13', 'c40', 'c24', 'c7', 'c42', 'c77', 'c71', 'c55', 'c66', 'c50', 'c79', 'c45', 'c10', 'c25', 'c0', 'c44', 'c38', 'c8', 'c69', 'c41', 'c18', 'c67', 'c39', 'c62', 'c32', 'c3', 'c47', 'c21', 'c57', 'c59', 'c74', 'c30', 'c65', 'c33', 'c58', 'c51', 'c16', 'c52', 'c36', 'c5', 'c34', 'c29', 'c54', 'c75', 'c72', 'c28', 'c53', 'c1', 'c48', 'c14', 'c63', 'c60', 'c12', 'c15', 'c37', 'c9', 'c70', 'c78'], 1881.5543131242284)
cities_80_2.dat results: (['c54', 'c76', 'c51', 'c60', 'c62', 'c59', 'c46', 'c55', 'c27', 'c37', 'c11', 'c28', 'c17', 'c58', 'c71', 'c47', 'c48', 'c23', 'c53', 'c74', 'c14', 'c64', 'c36', 'c3', 'c20', 'c33', 'c40', 'c50', 'c57', 'c30', 'c44', 'c49', 'c2', 'c42', 'c13', 'c16', 'c1', 'c77', 'c41', 'c69', 'c68', 'c67', 'c6', 'c43', 'c38', 'c72', 'c4', 'c78', 'c45', 'c24', 'c26', 'c39', 'c7', 'c61', 'c25', 'c22', 'c5', 'c79', 'c63', 'c75', 'c70', 'c56', 'c31', 'c35', 'c65', 'c73', 'c8', 'c0', 'c52', 'c18', 'c66', 'c32', 'c21', 'c9', 'c12', 'c10', 'c15', 'c19', 'c34', 'c29'], 1776.196936609325)
cities_80_3.dat results: (['c66', 'c48', 'c61', 'c42', 'c47', 'c63', 'c71', 'c1', 'c23', 'c17', 'c39', 'c26', 'c70', 'c34', 'c75', 'c4', 'c38', 'c69', 'c9', 'c72', 'c59', 'c44', 'c18', 'c68', 'c30', 'c45', 'c6', 'c24', 'c65', 'c29', 'c50', 'c3', 'c67', 'c36', 'c64', 'c14', 'c8', 'c28', 'c12', 'c10', 'c53', 'c20', 'c62', 'c22', 'c49', 'c56', 'c74', 'c33', 'c2', 'c57', 'c60', 'c31', 'c16', 'c40', 'c11', 'c5', 'c19', 'c7', 'c46', 'c37', 'c27', 'c54', 'c58', 'c52', 'c21', 'c55', 'c43', 'c76', 'c79', 'c73', 'c25', 'c78', 'c0', 'c51', 'c77', 'c13', 'c35', 'c41', 'c32', 'c15'], 1786.5824647076872)
